dataset,out_prefix,bold,confounds,atlas,brain_mask,tr
ABIDE1,OHSU_sub-0050169_run-3,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050169/func/sub-0050169_task-rest_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050169/func/sub-0050169_task-rest_run-3_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050169/func/sub-0050169_task-rest_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.5
ABIDE1,OHSU_sub-0050171_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.5
ABIDE1,OHSU_sub-0050171_run-2,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-2_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-2_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-2_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.5
ABIDE1,OHSU_sub-0050171_run-3,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-3_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-3_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050171/func/sub-0050171_task-rest_run-3_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.5
ABIDE1,SDSU_sub-0050182_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050182/func/sub-0050182_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050182/func/sub-0050182_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050182/func/sub-0050182_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050183_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050183/func/sub-0050183_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050183/func/sub-0050183_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050183/func/sub-0050183_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050184_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050184/func/sub-0050184_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050184/func/sub-0050184_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050184/func/sub-0050184_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050185_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050185/func/sub-0050185_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050185/func/sub-0050185_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050185/func/sub-0050185_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050186_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050186/func/sub-0050186_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050186/func/sub-0050186_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050186/func/sub-0050186_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050187_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050187/func/sub-0050187_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050187/func/sub-0050187_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050187/func/sub-0050187_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050188_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050188/func/sub-0050188_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050188/func/sub-0050188_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050188/func/sub-0050188_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050189_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050189/func/sub-0050189_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050189/func/sub-0050189_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050189/func/sub-0050189_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050190_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050190/func/sub-0050190_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050190/func/sub-0050190_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050190/func/sub-0050190_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050191_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050191/func/sub-0050191_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050191/func/sub-0050191_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050191/func/sub-0050191_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050192_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050192/func/sub-0050192_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050192/func/sub-0050192_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050192/func/sub-0050192_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050193_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050193/func/sub-0050193_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050193/func/sub-0050193_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050193/func/sub-0050193_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050194_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050194/func/sub-0050194_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050194/func/sub-0050194_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050194/func/sub-0050194_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050195_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050195/func/sub-0050195_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050195/func/sub-0050195_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050195/func/sub-0050195_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050196_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050196/func/sub-0050196_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050196/func/sub-0050196_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050196/func/sub-0050196_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050198_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050198/func/sub-0050198_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050198/func/sub-0050198_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050198/func/sub-0050198_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050199_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050199/func/sub-0050199_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050199/func/sub-0050199_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050199/func/sub-0050199_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050200_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050200/func/sub-0050200_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050200/func/sub-0050200_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050200/func/sub-0050200_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050201_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050201/func/sub-0050201_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050201/func/sub-0050201_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050201/func/sub-0050201_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050202_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050202/func/sub-0050202_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050202/func/sub-0050202_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050202/func/sub-0050202_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050203_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050203/func/sub-0050203_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050203/func/sub-0050203_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050203/func/sub-0050203_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050204_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050204/func/sub-0050204_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050204/func/sub-0050204_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050204/func/sub-0050204_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050205_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050205/func/sub-0050205_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050205/func/sub-0050205_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050205/func/sub-0050205_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050206_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050206/func/sub-0050206_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050206/func/sub-0050206_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050206/func/sub-0050206_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050207_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050207/func/sub-0050207_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050207/func/sub-0050207_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050207/func/sub-0050207_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050208_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050208/func/sub-0050208_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050208/func/sub-0050208_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050208/func/sub-0050208_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050209_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050209/func/sub-0050209_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050209/func/sub-0050209_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050209/func/sub-0050209_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050210_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050210/func/sub-0050210_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050210/func/sub-0050210_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050210/func/sub-0050210_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050212_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050212/func/sub-0050212_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050212/func/sub-0050212_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050212/func/sub-0050212_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050213_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050213/func/sub-0050213_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050213/func/sub-0050213_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050213/func/sub-0050213_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
ABIDE1,SDSU_sub-0050214_run-1,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050214/func/sub-0050214_task-rest_run-1_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050214/func/sub-0050214_task-rest_run-1_desc-confounds_regressors.tsv,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/atlases/cc200/cc200_roi_atlas.nii.gz,/work/ioannou_lab/elizabeth.szentmiklo/abide_data/derivatives/fmriprep/ABIDE1/UNKNOWN/sub-0050214/func/sub-0050214_task-rest_run-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,2.0
